province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
QC,Ministry,Ministère de l'Éducation,"Le ministère de l’Éducation veille à offrir à tous les élèves des services de qualité adaptés à leurs besoins et qui favorisent leur réussite, dans un milieu d'apprentissage sain. En soutenant le réseau scolaire, il permet aux élèves d’acquérir des savoirs et de développer des compétences qui feront d'eux des citoyens engagés et responsables. Le Ministère fait également la promotion auprès de la population d'un mode de vie physiquement actif dans des milieux sécuritaires.",,https://www.quebec.ca/gouvernement/ministeres-organismes/education,,,,,Kariane Bourassa,,,https://www.assnat.qc.ca/fr/deputes/bourassa-kariane-19291/coordonnees.html,,,,,
QC,Ministry,Ministère de l’Emploi et de la Solidarité sociale,Le ministère de l’Emploi et de la Solidarité sociale contribue au développement social et à la prospérité économique du Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/emploi-solidarite-sociale,,,,,Jean-François Simard,,,https://www.assnat.qc.ca/fr/deputes/simard-jean-francois-5369/coordonnees.html,,,,,
QC,Ministry,Ministère de l’Emploi et de la Solidarité sociale,Le ministère de l’Emploi et de la Solidarité sociale contribue au développement social et à la prospérité économique du Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/emploi-solidarite-sociale,,,,,Chantal Rouleau,,,https://www.assnat.qc.ca/fr/deputes/rouleau-chantal-17931/coordonnees.html,,,,,
QC,Ministry,Ministère de l'Enseignement supérieur,L'enseignement supérieur englobe les institutions et les programmes d'études qui se situent au-delà du diplôme de secondaire. Il se divise en deux niveaux : collégial et universitaire.,,https://www.quebec.ca/gouvernement/ministeres-organismes/enseignement-superieur,,,,,Martine Biron,,,https://www.assnat.qc.ca/fr/deputes/biron-martine-19297/index.html,,,,,
QC,Ministry,"Ministère de l’Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs","Le Ministère contribue à la lutte contre les changements climatiques, la protection de l’environnement et la conservation de la biodiversité au bénéfice des générations actuelles et futures.",,https://www.quebec.ca/gouvernement/ministeres-organismes/environnement,,,,,Pascale Déry,,,https://www.assnat.qc.ca/fr/deputes/dery-pascale-19277/coordonnees.html,,,,,
QC,Ministry,Famille,Le ministère de la Famille contribue à la vitalité et au développement socioéconomique du Québec en favorisant l’épanouissement des familles et le développement du plein potentiel des enfants.,,https://www.quebec.ca/gouvernement/ministeres-organismes/famille,,,,,Catherine Blouin,,,N/A,,,,,
QC,Ministry,Finances du Québec,N/A,,https://www.quebec.ca/en/government/departments-agencies/finances,,,,,Eric Girard,,,https://www.assnat.qc.ca/fr/deputes/girard-eric-17929/coordonnees.html,,,,,
QC,Ministry,"Ministère de l'Immigration, de la Francisation et de l'Intégration","Le ministère de l’Immigration, de la Francisation et de l'Intégration sélectionne les personnes immigrantes, les soutient dans leurs démarches de francisation et leur offre les services nécessaires pour faciliter leur intégration au Québec. Il sensibilise également l’ensemble de la population québécoise à la diversité pour construire un environnement toujours plus inclusif.",,https://www.quebec.ca/gouvernement/ministeres-organismes/immigration,,,,,François Bonnardel,,,https://www.assnat.qc.ca/fr/deputes/bonnardel-francois-11/coordonnees.html,,,,,
QC,Ministry,Justice,"Le ministère de la Justice favorise l'accessibilité à un système de justice qui soit proche des citoyens, digne de confiance et intègre afin de faciliter l'exercice des droits des citoyens.",,https://www.quebec.ca/gouvernement/ministeres-organismes/justice,,,,,Simon Jolin-Barrette,,,https://www.assnat.qc.ca/fr/deputes/jolin-barrette-simon-15359/coordonnees.html,,,,,
QC,Ministry,Langue française,Le Ministère veille à renforcer le français en tant que seule langue officielle et langue commune au Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/langue-francaise,,,,,Jean-François Roberge,,,https://www.assnat.qc.ca/fr/deputes/roberge-jean-francois-15361/coordonnees.html,,,,,
QC,Ministry,Relations internationales et de la Francophonie,"La mission du Ministère est de diriger l’action internationale du gouvernement et assurer le développement économique, le rayonnement de l’identité et la défense des intérêts du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/relations-internationales,,,,,Christopher Skeete,,,https://www.assnat.qc.ca/fr/deputes/skeete-christopher-17873/coordonnees.html,,,,,
QC,Ministry,MRNF : Ressources naturelles et Forêts,"D’une superficie de 1,7millionkm2, le territoire québécois se distingue par son étendue et l’abondance de ses ressources. Dans une perspective de développement durable, notre mission est d’assurer la gestion et de soutenir la mise en valeur des ressources forestières et minérales ainsi que du territoire du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/ressources-naturelles-forets,,,,,Kateri Champagne Jourdain,,,https://www.assnat.qc.ca/fr/deputes/champagne-jourdain-kateri-19303/coordonnees.html,,,,,
QC,Ministry,Santé et des Services sociaux,"Le ministère de la Santé et des Services sociaux (MSSS) souscrit aux cinq valeurs fondamentales de la fonction publique québécoise que sont la compétence, l'impartialité, l'intégrité, la loyauté et le respect pour réaliser sa mission. Il s’appuie également sur des valeurs qui lui sont propres, soit le courage, l’humanisme, la rigueur et le leadership.",,https://www.quebec.ca/gouvernement/ministeres-organismes/sante-services-sociaux,,,,,Sonia Bélanger,,,https://www.assnat.qc.ca/fr/deputes/belanger-sonia-19281/index.html,,,,,
QC,Ministry,Santé et des Services sociaux,"Le ministère de la Santé et des Services sociaux (MSSS) souscrit aux cinq valeurs fondamentales de la fonction publique québécoise que sont la compétence, l'impartialité, l'intégrité, la loyauté et le respect pour réaliser sa mission. Il s’appuie également sur des valeurs qui lui sont propres, soit le courage, l’humanisme, la rigueur et le leadership.",,https://www.quebec.ca/gouvernement/ministeres-organismes/sante-services-sociaux,,,,,Lionel Carmant,,,https://www.assnat.qc.ca/fr/deputes/carmant-lionel-17893/coordonnees.html,,,,,
QC,Ministry,Secrétariat du Conseil du trésor,Le Secrétariat du Conseil du trésor est l'appareil administratif du Conseil du trésor. Il trouve son assise légale dans la Loi sur l'administration publique.,,https://www.quebec.ca/gouvernement/ministeres-organismes/secretariat-conseil-tresor,,,,,France-Élaine Duranceau,,,https://www.assnat.qc.ca/fr/deputes/duranceau-france-elaine-19257/coordonnees.html,,,,,
QC,Ministry,Tourisme,"Visant à favoriser la prospérité du secteur touristique, le rôle du Ministère se traduit par la mise en place d’un environnement d’affaires propice au développement du potentiel touristique du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/tourisme,,,,,Amélie Dionne,,,https://www.assnat.qc.ca/fr/deputes/dionne-amelie-19273/index.html,,,,,
QC,Ministry,transports et de la Mobilité durable,"The Ministère des Transports et de la Mobilité durable actively contributes to the prosperity of Québec and its territories. Through the importance it places on sustainable mobility, the Ministère ensures the development of safe and efficient transportation systems.",,https://www.quebec.ca/en/government/departments-agencies/transports,,,,,Benoit Charette,,,https://www.assnat.qc.ca/fr/deputes/charette-benoit-195/coordonnees.html,,,,,
QC,Ministry,transports et de la Mobilité durable,"The Ministère des Transports et de la Mobilité durable actively contributes to the prosperity of Québec and its territories. Through the importance it places on sustainable mobility, the Ministère ensures the development of safe and efficient transportation systems.",,https://www.quebec.ca/en/government/departments-agencies/transports,,,,,Bernard Drainville,,,https://www.assnat.qc.ca/en/deputes/drainville-bernard-209/coordonnees.html,,,,,
QC,Ministry,Travail,"Le ministère du Travail offre différents services et renseignements en matière de relations du travail. Il s’adresse principalement aux citoyens, aux employeurs et aux associations patronales et syndicales.",,https://www.quebec.ca/gouvernement/ministeres-organismes/travail,,,,,Jean Boulet,,,https://www.assnat.qc.ca/fr/deputes/boulet-jean-17899/coordonnees.html,,,,,
SK,Crown Corporation,Government,A number of pages on the Government of Saskatchewan's website have been professionally translated in French. These translations are identified by a yellow box in the right or left rail that resembles the link below. The home page for French-language content on this site can be found at:,,https://www.saskatchewan.ca/government,,,,,,,,,,,,,
SK,Crown Corporation,"Cabinet, Ministries, Agencies and Other Governments",A number of pages on the Government of Saskatchewan's website have been professionally translated in French. These translations are identified by a yellow box in the right or left rail that resembles the link below. The home page for French-language content on this site can be found at:,,https://www.saskatchewan.ca/government/government-structure,,,,,,,,,,,,,
SK,Crown Corporation,Home,A number of pages on the Government of Saskatchewan's website have been professionally translated in French. These translations are identified by a yellow box in the right or left rail that resembles the link below. The home page for French-language content on this site can be found at:,,https://www.saskatchewan.ca/,,,,,,,,,,,,,
SK,Crown Corporation,Crown Corporations,A number of pages on the Government of Saskatchewan's website have been professionally translated in French. These translations are identified by a yellow box in the right or left rail that resembles the link below. The home page for French-language content on this site can be found at:,,https://www.saskatchewan.ca/government/government-structure/crown-corporations,,,,,,,,,,,,,
SK,Ministry,Advanced Education,"The Ministry of Advanced Education is responsible for developing a skilled and educated workforce that meets the needs of Saskatchewan's labour market. The ministry works with the private sector, educational institutions and community organizations to develop, retain and attract skilled workers. We also work with educational institutions to recruit and retain international students, and assist First Nations and Métis learners.",,https://www.saskatchewan.ca/government/government-structure/ministries/advanced-education,306-798-0574,minister.ae@gov.sk.ca,"2405 Legislative Drive, Regina, SK",,Fund Your Education,,,https://www.saskatchewan.ca#minister-and-managers,,https://x.com/intent/post?text=https%3A%2F%2Fwww.saskatchewan.ca%2Fgovernment%2Fgovernment-structure%2Fministries%2Fadvanced-education,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.saskatchewan.ca%2Fgovernment%2Fgovernment-structure%2Fministries%2Fadvanced-education,,
SK,Ministry,Finance,"The Ministry of Finance oversees taxation, revenue and government spending. The ministry supports the Treasury Board and Minister of Finance by providing financial and administrative services and leadership to government ministries, agencies and the public.",,https://www.saskatchewan.ca/government/government-structure/ministries/finance,306-787-6060,fin.minister@gov.sk.ca,"2405 Legislative Drive, Regina, SK",,Saskatchewan Business and Consumption Taxes,,,https://www.saskatchewan.ca#minister-and-managers,,https://x.com/intent/post?text=https%3A%2F%2Fwww.saskatchewan.ca%2Fgovernment%2Fgovernment-structure%2Fministries%2Ffinance,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.saskatchewan.ca%2Fgovernment%2Fgovernment-structure%2Fministries%2Ffinance,,
